label,text
Household,"Rust-Oleum Zinsser Watertite Hydraulic Cement For Waterproofing Of Concrete & Masonry WaterTite Hydraulic Cement is designed to stop water flow and permanently seal deep cracks and holes in all grades of concrete. It plugs, seals and creates a ""watertight"" seal in 5 minutes, even while water is flowing. It can be used on concrete block, cast-in-place concrete, stucco, tilt-up, exposed aggregate and slump block and can be used as an anchoring cement. It is suitable for use on basement floors and cellar walls, expansion and control joints, curtain wall joints, windows, doors, panels, fountains, reflecting pools, planters, canals, retaining walls and privacy fences. For more information, visit the parent website of Rust-Oleum or Truworth Homes."
Household,"Rust-Oleum 301823 Roofing Neoprene Rubber Flashing Waterproofing Cement 300 ML Cartridge (Black) Rust-Oleum Neoprene Rubber Flashing Cement is a 100% synthetic rubber based sealant for sealing and repairing all types of flashing, metal roofs and trailers, built-up roofing, modified bitumen, asphalt, Kynar, EPDM and TPO surfaces. It is ideal for caulking termination bars, metal flashing and fasteners. It has excellent adhesion to wet or dry surfaces. Rust-Oleum Neoprene Rubber Flashing Cement contains no asphalt and dries to a black finish. For exterior use only. For more information, visit the website of Truworth Homes (Official Indian Partner of Rust-Oleum)."
Household,Inditrust 1020 W Electric Paint/Cement/Concrete Mixer with Single Shaft 160 mm Pistol Grip Drill (16 mm Chuck Size) Usage Type: Home & Professional Power Source: Corded Reverse Rotation Chuck Size: 16 mm VOLTAGE=220v Frequency=50Hz Input=1020W NO load speed=780 rpm BLADE DIAMETER=160mm
Household,Inditrust 1020 W Electric Paint/Cement/Concrete Mixer with Single Shaft 160 mm Pistol Grip Drill (16 mm Chuck Size) Usage Type: Home & Professional Power Source: Corded Reverse Rotation Chuck Size: 16 mm VOLTAGE=220v Frequency=50Hz Input=1020W NO load speed=780 rpm BLADE DIAMETER=160mm
Household,"Monarch Bituminous Waterproofing Coating For Sandwich Constructions,Waterproofing Coatings,Waterproofing Paint MonoProof BWP is a ready mixed coating, brush applied bituminous, black, lead- free, acid, alkali, water and chloride resistant that cures by reaction with atmospheric moisture to form a tough but flexible waterproofing membrane. They also meet the requirements for coatings suitable for use on surfaces in contact with potable water. MonoProof BWP are based on raw materials which are amongst the most water and water-vapor resistant surface coating materials available. They are also resistant to a wide range of chemical attack. Also to protect the concrete against effects of chlorinated water, and to inhibit algae growth and facilitate easier cleaning. The excellent chemical resistance of MonoProof BWP makes it particularly suitable for sub-structure applications in areas where chemical contaminants and aggressive ground water conditions prevail. Specially selected bitumens are blended to produce various grades, each designed to provide the best possible protective coating for its practical purpose. MonoProof BWP incorporates fibers which give body to the film and act as reinforcement in the coating, eliminating cracking and crazing under conditions of thermal movement. Note : In common with all bituminous and tar based coatings, and many other organic materials, MonoProof BWP are susceptible to prolonged exposure to ultraviolet light and are not, therefore, recommended for use in situations where they will be exposed to direct daylight. They are however, ideally suited for use in sandwich constructions, or as surface coatings in enclosed tanks or structures, or below ground, where their durability is well proven."
Household,"Rust-Oleum Zinsser Watertite Hydraulic Cement For Waterproofing Of Concrete & Masonry WaterTite Hydraulic Cement is designed to stop water flow and permanently seal deep cracks and holes in all grades of concrete. It plugs, seals and creates a ""watertight"" seal in 5 minutes, even while water is flowing. It can be used on concrete block, cast-in-place concrete, stucco, tilt-up, exposed aggregate and slump block and can be used as an anchoring cement. It is suitable for use on basement floors and cellar walls, expansion and control joints, curtain wall joints, windows, doors, panels, fountains, reflecting pools, planters, canals, retaining walls and privacy fences. For more information, visit the parent website of Rust-Oleum or Truworth Homes."
Household,"Bosch Easy Aquatak 110 1300-Watt High Pressure Washer (Green) Versatile Cleaning Equipment: At times cleaning your hatchback, two wheeler or even the outdoor furniture may turn out to be a tedious task due to endless preparation and huge time consumption, without the right washing equipment. The revolutionary EasyAquatak 110 high pressure washer with 1300 watt bosch series motor gives all the power you need to finish all your cleaning tasks quickly, perfectly and effortlessly."
Household,"Durastrip SBS Bitumen Self Adhesive Bitumen Flashing Tape, 1000 cm x 5 cm x 1000 cm, Silver The product in display is a self adhesive bitumen flashing tape from the house of Durastrip which is made of sbs bitumen. The dimensions (L x W x H) of this product is 1000 cm x 5 cm x 1000 cm and keep away from corrosive items."
Household,"Elephant Shield""Liquid Rubber"" For Long Lasting Water Proofing, (1L, Reinforcement Fabric 4""x1m-2 Nos/Pack) Size:1 Liter   Elephant Shield  Introduce ""Liquid Rubber "" (LR) widely used in Canada, Europe as well as American markets for more than a decade,""LR"" is Most Advance, hassle free, Easiest, Self-Applied ( Just Like Paint) (DO IT YOURSELF Type) and Fastest Solution for long lasting Waterproofing and Corrosion Protection needs DIRECT APPLICABLE on any construction material including RCC, All Metal, Asbestos/ Cement /FRP/ G.I. Sheet , Wood, Styrofoam, Tiles, Stone and many more LR HAS UNMATCHED PROPERTIES like Water Based, Cold Applied, Non-toxic V.O.C Free, Odourless, Eco Friendly Stretch Ability Of Over 1000% With 95% Recovery, UV Stable, Will Not Deteriorate With Weather cycle , 1000 Hr Salt Fog Corrosion Passed APPLICATION OF LR is as easy as painting a wall just like DIY TYPE. Dose not require any kind of pre or post preparation of surface where is the coat has to be applied. After curing it provide seamless membrane. With Just Two coat, we can prepare any kind of surface for waterproofing & Corrosion Protection.""LR"" IS COLD APPLY by any kind of brush or roller offers curing in ambient condition .> -------< ""LR"" EASIEST SOLUTION FOR RCC & China Mozek Crack repair, Roof Repair / Joint, Water Reservoir tanks, Terrace / Balconies water Proofing, corrosion protection, Roof Maintenance, Concrete/ Stone Terrace Gutter Repair, Decks(underlayment) Shower Pans Planters, Water Features Mobile Homes, Basements, Retaining Walls, Foundations boat hulls, Dams & Canals, Below Grade, Tanking Ponds, Sewage Tanking, and many more.EXCELLENT FOR Civil Engineering, Commercial & Industrial, Marine - Mining & Automotive applications >-------< LR IS RIGHT FIT FOR SALT FOG corrosion protection and waterproofing in seashore area and offshore application.LR offers outstanding performance in any type of waterproofing and corrosion protection needs of Civil, Commercial , Industrial, Marine, Mining, Automotive and agriculture applications."
Household,"Tools Centre Makita Concrete, Paint Mixer With 6 months Manufacturer Warranty. ModelM6600B No Load Speed0-700 RPM Power Consumption800 W Product Dimensions (LxBxH)280 x 86 x 388 mm Product InformationCollar Diameter: M14 Shaft_Diameter10 mm shaft length18 Inch Warranty6 Months Against Manufacturing Defects"
Household,"Homepro 800 Lm Paint Spray Machine Air Assisted Sprayer The Electric Spray & Paint Machine Is The Smartest Way To Paint. One Can Paint, Stain, Or Varnish With This Machine. It Includes A Base Unit With Carry Belt, Hose, And Container With High Pressure Paint Spray Gun. It Is Easy To Use; Just Pull The Trigger And Paint. It Is Ideal For All Kinds Of Painting Also The Paint Does Not Drip From The Container. With This One Can Transform Any Space Into A Sensational Showplace In Just Few Minutes As It Allows You To Paint On Flat Wall, Stucco, Brick, Paneling, Concrete, Wood, Glass, Smooth Surfaces & Etc. With This One You Can Be Creative Without Being Messy As It Saves Time & Money And Your House Looks Brand New Without Spending Much"
Household,"Arwa Beauty Silky Light Weight and Non Oily Makeup Base Primer 10g Get the perfect skin texture, instantly and all day with ARWA BEAUTY MAKEUP BASE PRIMER. The silky, lightweight and non-oily formula which glides onto skin and minimizes the look of pores and fine lines, and the formula does not clog pores. The result is a unified matte finish that’s flawless."
Household,"Blue Heaven Studio Perfection Primer, Clear, 30g A lightweight Formula with silicones and vitamins to soften, Soothe and mattify your skin. Makeup Glides on and Stays Fresh For Hours. It Enhances the adherence to Make-Ups while used under Foundation Or Compact Powders. It Can also be used as base for eyeshadows and Blush Ons."
Household,"BLUE HEAVEN PRIMER, FOUNDATION TUBE, COMBO BY BEAUTYANDCARE Primer-a lightweight formula with silicones & vitamins to soften, soothe & mattify your skin. Makeup glides on & stays fresh for hours. It enhances the adherence to make-ups while used under foundation or compact powders. It can also be used as base for eyeshadows & blush ons. Gives studio perfection effect perfect make - up base oil- less & non greasy.foundation."
Household,"BLUE HEAVEN PRIMER, FOUNDATION TUBE, COMBO BY BEAUTYANDCARE Primer-a lightweight formula with silicones & vitamins to soften, soothe & mattify your skin. Makeup glides on & stays fresh for hours. It enhances the adherence to make-ups while used under foundation or compact powders. It can also be used as base for eyeshadows & blush ons. Gives studio perfection effect perfect make - up base oil- less & non greasy.foundation."
Household,Mars Oil Free Long Lasting Milky Face Primer 50 Ml For All Skin Types Mars Oil Free Long Lasting Milky Face Primer
Household,Swiss Beauty Pearl Primer Pores Zero - 30 ml Swiss Beauty Pearl Primer Pores Zero Which Is Loved By Women
Household,"Lakme Absolute Blur Perfect Makeup Primer, 30 ml Lakme is India’s No.1 color cosmetics brand offering a wide range of high-end, world-class color cosmetics and skincare products. Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India’s premier fashion event. The Lakme Absolute Blur Perfect Makeup Primer is the perfect start for a flawless, professional makeup finish. The Lakme Absolute Blur Perfect Makeup Primer’s silky blur formula instantly brightens primes, softens blemishes and pores and creates a smooth skin surface to prep for makeup application. Makeup glides on effortlessly and blends seamlessly for a more vibrant, color true finish. The Lakme Absolute Blur Perfect Makeup Primer is the perfect canvas for makeup or wear-alone over your moisturiser for instant smoothness and radiance. Buy Now! The Lakme Absolute Make-Up Primer is a flawless make-up primer that preps your skin for professional make-up. • Creates the perfect base for make-up and helps it stay for longer. • Hides skin imperfections and gives you an even toned skin.  • It is lightweight, water-proof, and has a smooth matte texture. Pro Tip For an even application and finish moisturize your skin with Lakme Peach Milk Moisturiser before applying the Primer."
Household,"O3+ Pro Artist Mattifying & Pore Minimizing Primer, 30g O3+ satin feel, Mattifying and Pore Minimizing primer masks over the fine lines and uneven skin texture while gliding smoothly on the skin. Enhances the freshness of makeup when used under the foundation and compact powder.  Mattifying formula works very well on all types of skin. Minimizes pores efficiently. Ultra smoothening effect on the skin. Has HD prep + prime technology. Gives an extra boost of hydration. Masks easily over fine lines and wrinkles. Does not clog in pores. Formulated in Italy by top dermatologists."
Household,"Colorbar New Perfect Match Primer, 30ml Colour:White New   Dab on a little all over face for smoothening surface or use before concealer and foundation for perfect complexion and lasting effect."
Household,"Maybelline New York Face Studio Master Prime Blur Primer, Redness Control, 30ml Colour:Redness control   Now blur away your skin concerns and prime your way to perfect with Master Prime by Face Studio from Maybelline New York."
Household,Swiss Beauty Pearl Primer Pores Zero - 30 ml Swiss Beauty Pearl Primer Pores Zero Which Is Loved By Women
Household,"Oriflame The ONE IlluSkin Face Primer ,30ml It Covers Skin Imperfections And Locks Your Foundation In Place For Smoother Looking Skin"
Household,"Mars Long Lasting Alovera Makeup Fixer and Makeup Primer - 175 ml (Transparent) Lightweight,soothing spray fixes all kind of makeup, forming on the skin with light invisble blemishes with moisturizing effect"
Household,"L'Oreal Paris Base Magique Primer, 15ml Base Magique transforming smoothing primer instantly smoothes pores and creates an even surface for a flawless make-up result that lasts."
Household,"Kiss Beauty Highlighter and Contour 8 Shades Concealer Palette Kiss Beauty professional makeup contour and concealer palette is super delicate light powder formula, extremely perfect fitting skin, moisturizing, perfect concealer while protecting the skin, light color, shading, a box of easily creating three - dimensional facial features, so that make up flawless lasting."
Household,"EUROPE GIRL GEL PRIMER This Satiny touch oil free primer covres the fine line and pores and uneven texture making skin marvellously soft and smooth. Its Paraben Free, Enriched with vitamins and safe for all skin type"
Household,"Insight Vov Insight Primer 3 In 1 Oil Free Primer is a product that you can put on after your skin care or before your makeup. It also helps to create a smooth canvas by filling in scars and pores. Reduces wrinkles, Create flawless skin. Moisturises your skin. Increases lasting of your make-up product"
Household,Miss Claire Studio Perfect Professional Make Up Primer Anti Redness Clear Colour:Clear   Miss Claire studio perfect professional make up primer anti redness 01 clear 30 ml - wear alone or under makeup for a naturally gorgeous look..
Household,"Maybelline New York Face Studio Master Prime Blur Primer, Redness Control, 30ml Colour:Redness control   Now blur away your skin concerns and prime your way to perfect with Master Prime by Face Studio from Maybelline New York."
Household,"SWISS BEAUTY Primer with Pearl Crystle Pores, 30ml A lightweight mist of water packed with vitamins and minerals, infused with a blend of green tea, chamomile and cucumber to gently soothe and refresh the skin. Gives an instant boost of hydration while delivering a soft sheen to refresh and finish makeup. Make your makeup last all day with pro prep smoothing face primer. Creates a smooth appearance by filling in fines line and pores while providing the perfect surface for foundation. Formulated with light-diffusing particles and skin nourishing vitamin e giving you a flawless finish on or off camera. Paraben and fragrance-less. Get a flawless, natural glow with faces mineral loose powder. It's as good as second skin. It provides light to medium coverage while imparts a irresistibly silky feel. The non-comedogenic, hypoallergenic formulation does not clog pores. Plus it provides protection against harmful UV radiation. It comes with a unique, spill-proof, easy-to-use applicator. And suits all skin types. What more can you ask for join hands with the revolutionary loose powder. Designed to be virtually invisible on your skin. Our high-tech, light-reflecting topaz powder formula seemingly airbrushes away imperfections and creates a soft-focus luminous effect that looks professionally retouched. It's insanely silky and feels like micro-fine cashmere veil on top of your skin . It's without oil, paraben, alcohol, nano-ingredients ,d5 and fragrance. What it is : a long-lasting powder that sets and perfects foundation for a smooth, flawless finish. This sheer powder is hundred percent oil-less and oil-absorbing, with vitamin e for the most comfortable wear. Who it's for : ideal for women with oily skin, or women who prefer a lighter powder. Why it's different : the unique yellow base complements all skin tones to create a natural-looking tone."
Household,"Insight Cosmetics 3 In 1 Long Lasting Primer - Transparent By Futureindia Insight primer face gel preps and prepares the skin so that your makeup goes smooth and is long lasting.this gel form, light weight primer also helps to create a smooth canvas by filling in scars and pores.it reduces wrinkles and create flawless skin.you can use this rimer after your skin care and before your makeup. Note - Insight cosmetics are no alcohol, paraben, dye , sulphate , odour, are not tested on animals and are 100% veg."
Household,"Mars Long Lasting Alovera Makeup Fixer and Makeup Primer - 175 ml (Transparent) Lightweight,soothing spray fixes all kind of makeup, forming on the skin with light invisble blemishes with moisturizing effect"
Household,"Faces Ultime Pro Perfecting Primer, 30ml Faces primer help decrease sweating through the pores, which makes your makeup stay in place longer. It makes the skin velvety soft, which enhances the smooth effects it has on your makeup appearance. It creates a more youthful appearance and reduces the look of fine lines and wrinkles. It creates a blanket over them."
Household,"Insight Vov Insight Primer 3 In 1 Oil Free Primer is a product that you can put on after your skin care or before your makeup. It also helps to create a smooth canvas by filling in scars and pores. Reduces wrinkles, Create flawless skin. Moisturises your skin. Increases lasting of your make-up product"
Household,"Blue Heaven Studio Primer (30g) and Makeup Fixer Mist Spray (115ml) Combo Primer : a lightweight formula with silicones & vitamins to soften, soothe & mattify your skin. Makeup glides on & stays fresh for hours. It enhances the adherence to make-ups while used under foundation or compact powders. It can also be used as base for eyeshadows & blush ons. Fixer : the Blue Heaven makeup fixer helps keep makeup in place. You'd definitely do not want heat and perspiration to take over your makeup, right this makeup setting spray by Blue Heaven ensures that your makeup stays on for long and does not run off even with the slightest amount of perspiration or touch."
Household,"Colorbar New Perfect Match Primer, 30ml Colour:White New   Dab on a little all over face for smoothening surface or use before concealer and foundation for perfect complexion and lasting effect."
Household,Miss Claire Studio Perfect Professional Make Up Primer Anti Redness Clear Colour:Clear   Miss Claire studio perfect professional make up primer anti redness 01 clear 30 ml - wear alone or under makeup for a naturally gorgeous look..
Household,"Oriflame The ONE IlluSkin Face Primer ,30ml It Covers Skin Imperfections And Locks Your Foundation In Place For Smoother Looking Skin"
Household,"Maybelline New York White Super Fresh Compact, Pearl, 8g Colour:pearl   The new perlite formula absorbs oil and sweat and gives you a fresh look all through the day, now with SPF 28. It's time to bid goodbye to touch-ups and stay fresh and fair up to 12 hours."
Household,"Lotus Makeup Ecostay Insta Smooth Perfecting Primer, 30g This unique Oil-free formula smoothens the fine lines, combats excess dryness and reduces the appearance of large pores. It instantly prepares the skin for perfect make-up application holding it for long lasting satin-smooth finish."
Household,"O3+ Pro Artist Mattifying & Pore Minimizing Primer, 30g O3+ satin feel, Mattifying and Pore Minimizing primer masks over the fine lines and uneven skin texture while gliding smoothly on the skin. Enhances the freshness of makeup when used under the foundation and compact powder.  Mattifying formula works very well on all types of skin. Minimizes pores efficiently. Ultra smoothening effect on the skin. Has HD prep + prime technology. Gives an extra boost of hydration. Masks easily over fine lines and wrinkles. Does not clog in pores. Formulated in Italy by top dermatologists."
Household,"Maybelline New York White Super Fresh Compact, Pearl, 8g Colour:pearl   The new perlite formula absorbs oil and sweat and gives you a fresh look all through the day, now with SPF 28. It's time to bid goodbye to touch-ups and stay fresh and fair up to 12 hours."
Household,"SWISS BEAUTY Primer with Pearl Crystle Pores, 30ml A lightweight mist of water packed with vitamins and minerals, infused with a blend of green tea, chamomile and cucumber to gently soothe and refresh the skin. Gives an instant boost of hydration while delivering a soft sheen to refresh and finish makeup. Make your makeup last all day with pro prep smoothing face primer. Creates a smooth appearance by filling in fines line and pores while providing the perfect surface for foundation. Formulated with light-diffusing particles and skin nourishing vitamin e giving you a flawless finish on or off camera. Paraben and fragrance-less. Get a flawless, natural glow with faces mineral loose powder. It's as good as second skin. It provides light to medium coverage while imparts a irresistibly silky feel. The non-comedogenic, hypoallergenic formulation does not clog pores. Plus it provides protection against harmful UV radiation. It comes with a unique, spill-proof, easy-to-use applicator. And suits all skin types. What more can you ask for join hands with the revolutionary loose powder. Designed to be virtually invisible on your skin. Our high-tech, light-reflecting topaz powder formula seemingly airbrushes away imperfections and creates a soft-focus luminous effect that looks professionally retouched. It's insanely silky and feels like micro-fine cashmere veil on top of your skin . It's without oil, paraben, alcohol, nano-ingredients ,d5 and fragrance. What it is : a long-lasting powder that sets and perfects foundation for a smooth, flawless finish. This sheer powder is hundred percent oil-less and oil-absorbing, with vitamin e for the most comfortable wear. Who it's for : ideal for women with oily skin, or women who prefer a lighter powder. Why it's different : the unique yellow base complements all skin tones to create a natural-looking tone."
Household,"EUROPE GIRL GEL PRIMER This Satiny touch oil free primer covres the fine line and pores and uneven texture making skin marvellously soft and smooth. Its Paraben Free, Enriched with vitamins and safe for all skin type"
Household,"Blue Heaven Studio Perfection Primer, Clear, 30g A lightweight Formula with silicones and vitamins to soften, Soothe and mattify your skin. Makeup Glides on and Stays Fresh For Hours. It Enhances the adherence to Make-Ups while used under Foundation Or Compact Powders. It Can also be used as base for eyeshadows and Blush Ons."
Household,"Maybelline New York Gigi Hadid Tinted Primer, Medium Deep, 30g Colour:Medium Deep   Maybelline new York introduces a limited edition collection designed and curated by gigi hadid. Use this tinted primer to create a natural contour with a sheer tint of color."
Household,Mars Oil Free Long Lasting Milky Face Primer 50 Ml For All Skin Types Mars Oil Free Long Lasting Milky Face Primer
Household,"Lakme Absolute Blur Perfect Makeup Primer, 30 ml Lakme is India’s No.1 color cosmetics brand offering a wide range of high-end, world-class color cosmetics and skincare products. Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India’s premier fashion event. The Lakme Absolute Blur Perfect Makeup Primer is the perfect start for a flawless, professional makeup finish. The Lakme Absolute Blur Perfect Makeup Primer’s silky blur formula instantly brightens primes, softens blemishes and pores and creates a smooth skin surface to prep for makeup application. Makeup glides on effortlessly and blends seamlessly for a more vibrant, color true finish. The Lakme Absolute Blur Perfect Makeup Primer is the perfect canvas for makeup or wear-alone over your moisturiser for instant smoothness and radiance. Buy Now! The Lakme Absolute Make-Up Primer is a flawless make-up primer that preps your skin for professional make-up. • Creates the perfect base for make-up and helps it stay for longer. • Hides skin imperfections and gives you an even toned skin.  • It is lightweight, water-proof, and has a smooth matte texture. Pro Tip For an even application and finish moisturize your skin with Lakme Peach Milk Moisturiser before applying the Primer."
Household,"L'Oreal Paris Base Magique Primer, 15ml Base Magique transforming smoothing primer instantly smoothes pores and creates an even surface for a flawless make-up result that lasts."
Household,"Blue Heaven Studio Primer (30g) and Makeup Fixer Mist Spray (115ml) Combo Primer : a lightweight formula with silicones & vitamins to soften, soothe & mattify your skin. Makeup glides on & stays fresh for hours. It enhances the adherence to make-ups while used under foundation or compact powders. It can also be used as base for eyeshadows & blush ons. Fixer : the Blue Heaven makeup fixer helps keep makeup in place. You'd definitely do not want heat and perspiration to take over your makeup, right this makeup setting spray by Blue Heaven ensures that your makeup stays on for long and does not run off even with the slightest amount of perspiration or touch."
Household,"Arwa Beauty Silky Light Weight and Non Oily Makeup Base Primer 10g Get the perfect skin texture, instantly and all day with ARWA BEAUTY MAKEUP BASE PRIMER. The silky, lightweight and non-oily formula which glides onto skin and minimizes the look of pores and fine lines, and the formula does not clog pores. The result is a unified matte finish that’s flawless."
Household,"Insight Cosmetics 3 In 1 Long Lasting Primer - Transparent By Futureindia Insight primer face gel preps and prepares the skin so that your makeup goes smooth and is long lasting.this gel form, light weight primer also helps to create a smooth canvas by filling in scars and pores.it reduces wrinkles and create flawless skin.you can use this rimer after your skin care and before your makeup. Note - Insight cosmetics are no alcohol, paraben, dye , sulphate , odour, are not tested on animals and are 100% veg."
Household,"Kiss Beauty Highlighter and Contour 8 Shades Concealer Palette Kiss Beauty professional makeup contour and concealer palette is super delicate light powder formula, extremely perfect fitting skin, moisturizing, perfect concealer while protecting the skin, light color, shading, a box of easily creating three - dimensional facial features, so that make up flawless lasting."
Household,"Faces Ultime Pro Perfecting Primer, 30ml Faces primer help decrease sweating through the pores, which makes your makeup stay in place longer. It makes the skin velvety soft, which enhances the smooth effects it has on your makeup appearance. It creates a more youthful appearance and reduces the look of fine lines and wrinkles. It creates a blanket over them."
Household,"Lotus Makeup Ecostay Insta Smooth Perfecting Primer, 30g This unique Oil-free formula smoothens the fine lines, combats excess dryness and reduces the appearance of large pores. It instantly prepares the skin for perfect make-up application holding it for long lasting satin-smooth finish."
Household,"Maybelline New York Fit Me Matte with Poreless Foundation, 115 Ivory, 30ml Colour:115 Ivory   Its 25% anti-shine perlite + micro blurring powders, make visible pores and shine disappear, getting you the perfect selfie-ready look. 6 shades- Ivory, Medium Beige, Natural Buff, Sun Beige, Toast, Toffee Matte finish foundation."
Household,"Maybelline New York Gigi Hadid Tinted Primer, Medium Deep, 30g Colour:Medium Deep   Maybelline new York introduces a limited edition collection designed and curated by gigi hadid. Use this tinted primer to create a natural contour with a sheer tint of color."
Household,"Maybelline New York Fit Me Matte with Poreless Foundation, 115 Ivory, 30ml Colour:115 Ivory   Its 25% anti-shine perlite + micro blurring powders, make visible pores and shine disappear, getting you the perfect selfie-ready look. 6 shades- Ivory, Medium Beige, Natural Buff, Sun Beige, Toast, Toffee Matte finish foundation."
Household,"Abro Spray Paint (400 ml, Gold, Pack of 2) This high quality spray paint gives glossy finish and dries very quickly. The product can be used on all kinds of metal surfaces such as vehicles, machines and apparatus."
Household,"AEROSTAR Mild Steel Paint/Color Spray Gun with Bucket, 1 Pint 473 ml Enclosure Material:Mild Steel                                                                                 |                            Size:1 Pint-473 ML   Professional Spray Gun High volume low pressure with low air pressure saves paint and protects the environment, good design of construction. AIR COMPRESSOR IS A MUST REQUIREMENT TO USE THIS PRODUCT. PSI output pressure, Nozzle and needle in stainless steel to allow using with water-based paint"
Household,F1 Aerosol Spray Paint (Silver) F1 Aerosol Spray Paint (Silver).
Household,"AEROSTAR Mild Steel Paint/Color Spray Gun with Bucket, 1 Pint 473 ml Enclosure Material:Mild Steel                                                                                 |                            Size:1 Pint-473 ML   Professional Spray Gun High volume low pressure with low air pressure saves paint and protects the environment, good design of construction. AIR COMPRESSOR IS A MUST REQUIREMENT TO USE THIS PRODUCT. PSI output pressure, Nozzle and needle in stainless steel to allow using with water-based paint"
Household,"F1 Aerosol Spray Paint (Black Shinning) F1 aerosol spray paint, comes in black shinning colour. Long-lusting durable material."
Household,"Flame Orange Dark Grey Neutral Color Graffiti Spray Paint - FO 840 (400 ml) Colour:Dark Grey Neutral   This Ultra Acrylic, Low Pressure Graffiti Spray paint has excellent opacity and UV Resistance. It gives you precise application and covers 18% more area. Quality Product made in Europe"
Household,Rust-Oleum 297383 Automotive Peel Coat Spray Paint - Car Detailing Products (Gloss Black - 317 Grams)
Household,"AllExtreme F1 Aerosol Spray Paint for Automobiles, Automotive, Vinyl, Plastic, Rubber, Fiberglass, Leather & More ? Non-Toxic, Dust and Dirt Repellant - Shiny Black AllExtreme F1 Aerosol Spray Paint is an easy-to-use, high-quality, fast-drying, acrylic lacquer aerosol paint specially formulated to match the exact shiny black color of the original factory applied coating. Ideal for use on all OEM paint surfaces, AllExtreme F1 Aerosol Spray Paint is ideal for application on a wide range of vehicles, surfaces, etc. making this product ideal for both small scale vehicle touch-up and for painting vehicle accessories."
Household,"FAB Aerosol Spray Paint (400 ml, 37-Forest Green) Colour:Forest Green   FAB is a premium multipurpose formulation designed to give a lustrous durable finish. Our formula dries quickly, has superior adhesion to metal and dries to a high gloss sheen. Once dry, it can be hand buffed for an even glossier appearance."
Household,"Coating Daddy Spray Paint (450 ml, Cream White) This primary range of spray paints includes high quality budget friendly normal and matte finish colors for everyday usage. It comes with great finish, speedy drying and quick application along with weather resistant abilities."
Household,"Nippon Paint Ryo Pylac 1000 Spray Paint (300 ml, RS-Gold) Colour:Gold   DIY aerosol paint that can be applied on all surfaces - at home, offices,furnitures,industries,colleges etc. Excellent Touch up paint for Touchup jobs."
Household,"FAB Aerosol Spray Paint (400 ml, 37-Forest Green) Colour:Forest Green   FAB is a premium multipurpose formulation designed to give a lustrous durable finish. Our formula dries quickly, has superior adhesion to metal and dries to a high gloss sheen. Once dry, it can be hand buffed for an even glossier appearance."
Household,"Coating Daddy Spray Paint (450 ml, Cream White) This primary range of spray paints includes high quality budget friendly normal and matte finish colors for everyday usage. It comes with great finish, speedy drying and quick application along with weather resistant abilities."
Household,F1 Aerosol Spray Paint (Black Matt) F1 Aerosol Spray Paint (Black Matte).
Household,"Nippon Paint Ryo Pylac 1000 Spray Paint (300 ml, RS-Mission Brown) Colour:Mission Brown   DIY aerosol paint that can be applied on all surfaces - at home, offices,furnitures,industries,colleges etc. Excellent Touch up paint for Touchup jobs."
Household,"Motopart F1 AEROSOL Spray Paint 450 ml Black Spray Paint used for Car,Bike ,Scooter ,Bicycle ,Wood , Glass, Rubber ,Fiber , Metal ,Rust surface ,furniture,Multipurpose"
Household,"FAB Aerosol Spray Paint (400 ml, 37-Forest Green) Colour:Forest Green   FAB is a premium multipurpose formulation designed to give a lustrous durable finish. Our formula dries quickly, has superior adhesion to metal and dries to a high gloss sheen. Once dry, it can be hand buffed for an even glossier appearance."
Household,"Good Quality-The Name of Trust Multipurpose Aerosol Spray Paint (Red) USAGE SCOPE: -Multipurpose Aerosol Spray Paint (Standard Color) Available in Different-Different Color, Available in 220 g Only. You can Use This Aerosol Spray Paint at your Automotive (Car/Bike/Bullet/Scooty/Cycle/Rickshaw/E-Rickshaw), Shop Design, Painting, Wall Painting, Make Project, Repair Machine Paint, also Apply on Car RIM (WHEEL), BIKE Wheel, Scooty Wheel, Door Paint, Furniture Pant, Refrigerator Paint, Roof Paint, Popular in Interior Design, Toys How to Use forResult, Information Mentioned on the Product Label So Please Follow accordingly. Caution: - 1- for Uncertain Target Please Apply on Small Area, if it is Effective go on Spraying. 2- This Product are Flammable, Stored in a Cool and Dry Place also away from Heat, Don't Puncture or Burn the Bottle. 3- Keep Out reach of Children. 4- Don't Use on Thermocol, ABS Plastic Material Don't Show the Result n the same."
Household,"Rust-Oleum 292325 Automotive Universal Touch-up Aerosol Spray Paint (Bright White - 312 Grams) Colour:Bright White   Rust-Oleum Automotive Universal Touch-Up Aerosol is a paint and primer in one that repairs and seals surface scratches. Its weather and UV resistant formula dries fast and provides long lasting protective barrier that seals out moisture and prevents rust and corrosion.It is suitable for use on metal, fiberglass, aluminum and plastic. It is great for use on cars, trucks, vans and SUVs. Universal Touch-Up Aerosols feature an advanced spray system that allows you to spray at any angle, even upside down for those hard to reach areas. A comfort spray tip with a wider finger pad reduces fatigue caused by continuous spraying. For more information, visit the parent website of Rust-Oleum or Truworth Homes (Official Indian Partner of Rust-Oleum)."
